sample,t_s,x_est,y_est,vx_est,vy_est,speed_px_s,azimuth_deg,nav_status,terrain,radar_raw,radar_filtered,baro_filtered,hyp_score,last_corr,last_rough,position_uncertainty_px,velocity_uncertainty_px_s,solution_confidence,lon_est,lat_est,v_east_m_s,v_north_m_s,speed_m_s,course_deg,x_true,y_true,lon_true,lat_true,err_px,err_m
12,1.2,423.9146960072421,297.0909480603441,1.5955800060351648,0.07579005028667002,1.5973790055530444,92.71950546127249,DEAD_RECKONING_NO_GPS,361.3640381884218,1138.3,1138.6359618115782,1500.0,0.0,nan,0.0,6.6272383011326825,4.2427113972081605,0.0,98.2206707377798,61.35428030331657,23.652678937097853,-2.3435967771978072,23.76850156731645,95.65861251349531,423.6,297.08,98.22058332222223,61.35428334444444,0.3148863874469986,4.677281793241171
13,1.3,424.07425400784564,297.09852706537276,1.5955800060351648,0.07579005028667002,1.5973790055530444,92.71950546127249,DEAD_RECKONING_NO_GPS,361.61738599787213,1138.6,1138.3826140021279,1500.0,0.0,nan,0.0,6.95847437481809,4.242717289662372,0.0,98.22071505944663,61.35427819803739,23.652680528109332,-2.3435967771978072,23.768503150575015,95.65861213533566,423.73,297.08,98.22061943333334,61.35428334444444,0.34475219226148474,5.135235319519941
14,1.4,424.23381200844915,297.10610607040144,1.5955800060351648,0.07579005028667002,1.5973790055530444,92.71950546127249,DEAD_RECKONING_NO_GPS,361.5000561160323,1137.9,1138.4999438839677,1500.0,0.0,nan,0.0,7.299346323473083,4.242723182108399,0.0,98.22075938111347,61.35427609275822,23.652682119120772,-2.3435967771978072,23.76850473383354,95.65861175717606,423.86,297.09,98.22065554444445,61.35428056666667,0.3741588207760891,5.563678706526567
15,1.5,424.39337000905266,297.1136850754301,1.5955800060351648,0.07579005028667002,1.5973790055530444,92.71950546127249,DEAD_RECKONING_NO_GPS,361.4856244510497,1138.6,1138.5143755489503,1500.0,0.0,nan,0.0,7.648566001218792,4.242729074546244,0.0,98.2208037027803,61.35427398747905,23.652683710132173,-2.3435967771978072,23.768506317092033,95.65861137901652,424.0,297.09,98.22069443333334,61.35428056666667,0.3940824112038256,5.877082183309926
16,1.6,424.55292800965617,297.1212640804588,1.5955800060351648,0.07579005028667002,1.5973790055530444,92.71950546127249,DEAD_RECKONING_NO_GPS,361.481375119374,1138.5,1138.518624880626,1500.0,0.0,nan,0.0,8.005041036746784,4.242734966975904,0.0,98.22084802444714,61.35427188219987,23.65268530114355,-2.3435967771978072,23.7685079003505,95.65861100085704,424.13,297.1,98.22073054444445,61.354277788888886,0.42346223263650157,6.3038195638233185
17,1.7,424.7124860102597,297.12884308548746,1.5955800060351648,0.07579005028667002,1.5973790055530444,92.71950546127249,DEAD_RECKONING_NO_GPS,361.5107704146378,1138.3,1138.4892295853622,1500.0,0.0,nan,0.0,8.367844293783198,4.242740859397381,0.0,98.22089234611397,61.354269776920695,23.652686892154893,-2.3435967771978072,23.768509483608934,95.65861062269761,424.26,297.11,98.22076665555556,61.354275011111106,0.4528781859964331,6.732857745924624
18,1.8,424.8720440108632,297.13642209051613,1.5955800060351648,0.07579005028667002,1.5973790055530444,92.71950546127249,DEAD_RECKONING_NO_GPS,362.636533569309,1137.9,1137.363466430691,1500.0,0.0,nan,0.0,8.736187455062995,4.2427467518106745,0.0,98.2209366677808,61.35426767164152,23.6526884831662,-2.3435967771978072,23.768511066867337,95.65861024453824,424.4,297.11,98.22080554444445,61.354275011111106,0.4727829047872531,7.045060192752711
19,1.9,425.0316020114667,297.1440010955448,1.5955800060351648,0.07579005028667002,1.5973790055530444,92.71950546127249,DEAD_RECKONING_NO_GPS,364.63621847098284,1134.8,1135.3637815290172,1500.0,0.0,nan,0.0,9.109398573725931,4.242752644215784,0.0,98.22098098944764,61.35426556636234,23.65269007417748,-2.3435967771978072,23.76851265012571,95.65860986637892,424.53,297.12,98.22084165555556,61.35427223333333,0.5021758959715413,7.47263496562972
20,2.0,425.1911600120702,297.1515801005735,1.5955800060351648,0.07579005028667002,1.5973790055530444,92.71950546127249,DEAD_RECKONING_NO_GPS,365.74205711089576,1134.5,1134.2579428891042,1500.0,0.0,nan,0.0,9.486903209161568,4.242758536612711,0.0,98.22102531111447,61.35426346108317,23.652691665188733,-2.3435967771978072,23.768514233384057,95.65860948821967,424.66,297.13,98.22087776666667,61.35426945555555,0.5315982121519639,7.90207948795017
21,2.1,425.3507180126737,297.15915910560216,1.5955800060351648,0.07579005028667002,1.5973790055530444,92.71950546127249,DEAD_RECKONING_NO_GPS,365.80618530732045,1134.2,1134.1938146926796,1500.0,0.0,nan,0.0,9.868208683697365,4.242764429001454,0.0,98.22106963278131,61.354261355804,23.652693256199942,-2.3435967771978072,23.768515816642363,95.65860911006047,424.8,297.13,98.22091665555556,61.35426945555555,0.5514894223127054,8.213421094480385
22,2.2,425.51027601327723,297.16673811063083,1.5955800060351648,0.07579005028667002,1.5973790055530444,92.71950546127249,DEAD_RECKONING_NO_GPS,365.74497063623085,1134.0,1134.2550293637692,1500.0,0.0,nan,0.0,10.252890994739,4.242770321382014,0.0,98.22111395444814,61.35425925052482,23.65269484721113,-2.3435967771978072,23.76851739990065,95.65860873190132,424.93,297.14,98.22095276666667,61.35426667777777,0.5808917094820865,8.6415879091288
